Medicine Name,value_1,value_2,Ellipsis
AF_200_Tablet,39482.24938116931,38417.37370121195,39227.50677967202,10717.129344435347,9642.697583253706,214.4290711976045,39472.42776753225,28611.261172469545,10718.627893873363,7926.1130161472065,9818.759392037644,8150.572460610088,3576.016595477743,28790.80334319406,29864.045414567583,39475.177478223966,487.57277146292773,21642.49239817136,28782.047388828298,31860.98553807371,29684.53488527025,4826.005067675778,28123.883972193267,29127.44811487627,38417.300442916196,7980.858696589986,15402.427777987832,28123.83479450328,31097.4040158299,28959.719479818505,28636.220381913496,29691.907635853047,39221.35835572591,3442.738264326137,19010.427144418412,28628.630898769115,31655.722863797626,29514.86036141501,1167.8657987190961,10719.624014776871,28785.214126744842,20627.477603972737,189.14109683218607,3648.754818253498,1010.4476440088876,9645.855384312566,29851.28600339778,21299.86076512591,1186.7711569054777,2708.708809416312,193.83421304456726,39466.02343389739,28611.01941451345,10717.339588337049,7928.691535207489,9820.094030517239,21534.3413951072,28777.297532817003,31839.822688794884,29672.081374706024,20627.31768360499,22825.95136199092,21183.50269243025,3652.484499718861,1017.2935623862876,2835.881318234796
AB-Flo_Capsule,2198.997302871509,48099.94557325498,1443.3561270670982,1086.393392798851,49456.62260172021,1200.3423750630957,2098.691897024526,1475.8471209916268,2135.821583490717,299.6037241540837,1411.1127801473692,48072.936391106174,1639.4048868931725,1686.0391335607808,49418.21448034395,1484.1081648737468,156.52448352055018,1450.3792222295078,77.90254336700077,2074.8785393752314,1101.3557584955497,48082.27709018685,48082.851066306874,9856.64178424648,48075.99635636419,48072.76662194076,48075.79375302801,48072.725953274225,48094.34195977723,48076.34266069749,357.57832258542663,49437.373008513016,446.3389803848085,1645.564596678613,346.3750344931222,1619.1968269589029,1467.2057746078242,1691.2419686983292,49438.57254717949,356.7476772756867,1658.6305998362568,500.4531828690661,1650.6715311215723,1123.2836099180763,1505.1660579314525,49428.178762933814,49418.30975410941,49427.490194636666,49418.367739357,49448.12903478576,49424.4130748549,1460.7778615811858,283.1048362319658,1453.0235246272991,1146.2339496807751,1368.9336349879084,1457.2246345748783,88.34101806869167,1969.2451727786101,953.9726578775577,1433.0341942168325,1429.1986533382244,1539.03409326247,2011.4283585887324,1026.8214473009598,1248.7078964688662
Acartex_50_Tablet,551.1263803495704,49367.10610434574,675.6033841352303,49366.68123089129,1219.997105428724,49375.2625531519
Abolish_M_Tablet,3338.0668283319105,4988.113896997998,6183.6156677579165,1451.0694520383981,23042.009624105158,13759.892823215487,2525.332698260435,12379.118410190053,15952.413796886198,7720.819854499378,4117.842758739589,2218.5653546422477,7944.136493573077,4609.074032922401,22870.163342911485,16587.162850635737,5763.07860363939,15425.623216716449,18864.02819470874,10892.758823162872,1841.813643884024,9280.64307618821,6214.328863362137,23099.478131110467,18217.4956100438,7393.333351541044,17041.988907649124,20492.95380299617,12561.921356472461,1262.5433623151753,5837.86407384527,17809.925145510664,9693.45182120802,5521.664446206862,9376.649410241884,12039.068678625947,6429.801615909816,8665.268465568188,23118.705649178522,12775.140824589114,1221.1361772745083,11329.313321348003,14914.813984844268,6540.029681163927,5205.787273766097,21507.90556308116,23133.611620229334,23185.085670197175,22911.392681142486,23157.85725175807,23120.68071783961,11663.37935893339,2699.650663474233,2416.0704570253783,6763.1933454405425,17420.956438191268,10149.30998305779,13767.462153055076,5331.440878537461,6400.821187792958,3986.550422659567,4975.599225796637,16196.094722001744,8635.121100080461,19670.07484573818,11619.997155918778
Acceclowoc-SP_Tablet,50352.48713374534,324.8370474134156,8026.045989362697,1597.204046179786,8189.907759178442,7991.079809351889,517.6645183640198,50353.64354701172,49696.560353576635,50352.788330884534,49721.489489622334,49694.99346463532,50352.05722123429,8025.264135841442,1406.7319576156606,8158.467736916955,8009.487687463998,387.6515713811831,7935.8176381898265,1171.3503582221508,713.204614225458,7993.270782862007,7868.15742315306,8042.97522902713,1081.4735420421357,1884.0176713596895,8083.217568176473,8004.4184389654665
Ace-MR_Tablet,2504.8009730604585,76.66006028753505,1331.410097111838,49231.72450287355,592.8575050062075,2509.3782142218247,2504.699099596905,567.3491662935023,584.0886725738824,2843.624646467893,2504.8921388094745,2457.8309113079176,49297.43674054926,2122.281157625998,93.13488223157267,2.323435032627058,2150.079986346524,2126.6316095129114,1248.6017642711276,1401.2933171123755,49231.699774673725,588.3640880283876,2506.6261429338424,2504.804733070691,567.1818451066694,587.7688117630188,2877.0595640224815,49251.48393303924,1282.9838396680432,2507.3617137459746,2457.591345414167,1251.2496297404757,1220.380129052257,2195.4537514747194,49235.59482903042,49297.5789778467,49297.425196350036,49235.157876523845,49235.54905513365,49317.27849865111,2124.0827931496156,2122.266690796065,67.33959625039128,62.99399539309118,2545.706571003468,93.708878024936,2153.411598716771,2131.1763795775737,1341.3280932744533,2150.00907622401,2126.6006090540573,1248.1634885700244,62.057526921913514,2553.5017362778995,2518.642720159383
A_Doxid_100mg_Capsule,5136.151833794526,49894.88033249034,7208.606742330779,4425.024126664944,5071.50503791027,49895.0077775526,23809.020416414314,5337.221122079214,19781.36728674393,14826.705665047397,5208.08955812408,50212.737519776856,6660.13767648748,8972.506630052525,876.426347512315,50209.13546619612,27754.640904584943,1135.1545884165514,23527.974214761325,19185.42355838869,751.7854215548555,49639.515531957,49290.933917420654,50163.319144103516,204.79444305463048,41208.73655773224,50250.28009482474,40211.13090873321,45943.476330119294,50165.28214533107,9312.200823172958,6761.379343968537,49634.442105664086,26938.813305698,6659.9808416388705,21418.491190670724,18526.260019517507,6472.90481409302,9084.113143646357,49284.983047824244,20160.710023856336,8853.457417308797,16394.42313424859,10882.948730326054,9115.72679420785,50163.27992956205,27735.34172408433,2008.3522022026366,23506.433229143317,19184.54287443022,643.226163811846,41209.43132730298,50242.08673808323,40211.11071747787,45942.372992091376,50163.82715140185,27723.096639404772,7446.42682914112,9712.095418247569,27789.913262194044,23506.67450880765,19146.806127839587,1746.819238424416,8163.289945599344,23525.71816004884,19238.08900252188
Acenac-MR_Tablet,635.9419846655585,46271.144705205086,46546.34997750873,548.6175875155016,47816.61822030192,640.483914172916,5975.595037383687,5809.46305762721,1329.0462487350705,5783.370936996894,35178.38870551422,46288.531858359456,46545.02764730976,908.0629100290795,47824.286697195224,342.6852231708273,6102.120324318323,5918.531781973154,1569.337219042653,5880.322650294946,35173.400270384,5597.989308266554,46271.894544297975,6754.830617460288,46061.40914924902,46003.25924976167,45981.16146834938,46269.883614632236,45980.25358407714,21138.883176787585,46534.801996762566,5606.769863784028,46325.021535752334,46882.92223079038,46891.20609959812,46529.53574800978,46906.60928994862,20013.2349221081,47817.28468795005,851.2019898368293,5841.517481266667,5776.513687697071,786.0628923128386,5816.273294649267,35180.64666194086,47598.87581214364,48165.391701008055,48149.95732642357,47828.80585641375,48149.890650262765,24635.321389068667,6004.237471987402,5835.25479507322,1480.8749170901146,5808.051619029075,35005.64875321341,1098.4501341389707,5608.667216579789,1793.5442988451791,35686.50383139269,5690.929279828067,695.803409963052,35662.88786004526,5824.171060963096,35198.69941947003,35661.21263593139
Accunac-SP_Tablet,1980.0142235736648,504.55994174722366,1968.9944069866103,1619.3679063663822,2354.2859110454306,270.55938879216524,35218.2015502629,1997.2715317499246,240.36260603429415,2360.844557348463,1201.2516995027977,2092.1989196203463,35176.52418621263,2046.4785554549842,1116.7780828408713,2098.144985521562,334.236508792431,35221.25998514975,2511.4317449918435,1440.9168949131054,2106.0899364433903,35176.26614046697,1825.9395028735182,1423.839336578636,35250.15615697596,2338.661780790032,35201.84897337395,35223.650498718314
Ablin-N_Tablet,49612.34439690872,5500.811140679515,46200.149569296314,3011.4874971440804,435.8880658465882,3928.3410766043053,3697.3813258965433,49571.91075802981,1155.791238648595,49577.954072073655,35623.0696617159,44373.968466806844,12634.567776615091,47135.27303283727,49623.53658784104,46144.616479791584,46237.21755819356,2177.193305655632,49601.11883439944,2293.708137974522,25091.384857989986,41275.384876069096,3557.3737840101335,5481.262584735504,2818.9815378435296,1918.96158686338,44366.02556932102,5712.381098798682,44395.13724095844,31315.35933459755,43781.49719569012,46198.53156479004,42834.76440570266,43038.808618132534,12992.179719709671,46221.354305443194,11873.603194826455,14801.676834980528,3010.1781178175092,1077.004558718396,2383.754737933188,47085.05158268382,3276.4157184617047,47046.484788040885,33534.88070650667,3899.2283329076467,3700.7416822938253,49571.46591958999,1588.8802789055746,49589.09156808037,35621.23143516323,2246.638829219727,46085.23035494018,4204.2002857868265,46055.388389075844,32714.883326153093,46238.63770063958,3925.933238433284,46254.25285386422,32823.883154059935,49591.991140403596,2423.8026665323932,25459.6812605248,49565.25713215913,35643.03494770351,24683.60943106415
